data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1998,Federal Bureau,KY,Kentucky,1998-05-01,3,0,4,3,1,W/H/B,H,4,Anti-Government,4,School,Racial Bias,Adult,Yes,No
1998,County Police,LA,Louisiana,1998-06-01,0,1,1,0,1,A,W,1,Anti-Race,1,Park,Racial Bias,Juvenile,Yes,No
1998,City Police,ME,Maine,1998-07-01,1,0,1,1,0,B,H,1,Anti-Gender,1,Church,Sexual Orientation Bias,Adult,Yes,No
1998,State Police,MD,Maryland,1998-08-01,2,0,3,2,1,W/H,B,3,Anti-Religious,3,School,Religious Bias,Adult,Yes,No
1998,Federal Bureau,MA,Massachusetts,1998-09-01,1,0,2,1,1,A,W,2,Anti-Government,2,Park,Racial Bias,Adult/Juvenile,Yes,Yes
1998,County Police,MI,Michigan,1998-10-01,0,1,1,0,1,B,H,1,Anti-Race,1,School,Racial Bias,Juvenile,Yes,No
1998,City Police,MN,Minnesota,1998-11-01,1,0,1,1,0,W,H,1,Anti-Gender,1,Church,Sexual Orientation Bias,Adult,Yes,No
1998,State Police,MS,Mississippi,1998-12-01,0,1,1,0,1,A,W,1,Anti-Religious,1,Park,Racial Bias,Juvenile,Yes,No
2001,Federal Bureau,MO,Missouri,2001-01-01,2,0,3,2,1,W/H,B,3,Anti-Gender,3,School,Sexual Orientation Bias,Adult,Yes,No
2001,County Police,MT,Montana,2001-02-01,1,0,1,1,0,A,W,1,Anti-Race,1,Church,Racial Bias,Adult,Yes,No
2001,City Police,NE,Nebraska,2001-03-01,0,1,1,0,1,B,H,1,Anti-Government,1,Park,Racial Bias,Juvenile,Yes,No
2001,State Police,NV,Nevada,2001-04-01,1,0,2,1,1,W,H,2,Anti-Religious,2,School,Religious Bias,Adult/Juvenile,Yes,Yes
2001,Federal Bureau,NH,New Hampshire,2001-05-01,3,0,4,3,1,W/H/B,H,4,Anti-Government,4,Church,Racial Bias,Adult,Yes,No
2001,County Police,NJ,New Jersey,2001-06-01,0,1,1,0,1,A,W,1,Anti-Race,1,School,Racial Bias,Juvenile,Yes,No
2001,City Police,NM,New Mexico,2001-07-01,1,0,1,1,0,B,H,1,Anti-Gender,1,Park,Sexual Orientation Bias,Adult,Yes,No
2001,State Police,NY,New York,2001-08-01,2,0,3,2,1,W/H,B,3,Anti-Religious,3,Church,Religious Bias,Adult,Yes,No
2001,Federal Bureau,NC,North Carolina,2001-09-01,1,0,2,1,1,A,W,2,Anti-Government,2,School,Racial Bias,Adult/Juvenile,Yes,Yes
2001,County Police,ND,North Dakota,2001-10-01,0,1,1,0,1,B,H,1,Anti-Race,1,Park,Racial Bias,Juvenile,Yes,No
2001,City Police,OH,Ohio,2001-11-01,1,0,1,1,0,W,H,1,Anti-Gender,1,Church,Sexual Orientation Bias,Adult,Yes,No
2001,State Police,OK,Oklahoma,2001-12-01,0,1,1,0,1,A,W,1,Anti-Religious,1,School,Racial Bias,Juvenile,Yes,No
2004,Federal Bureau,OR,Oregon,2004-01-01,2,0,3,2,1,W/H,B,3,Anti-Gender,3,Park,Sexual Orientation Bias,Adult,Yes,No
2004,County Police,PA,Pennsylvania,2004-02-01,1,0,1,1,0,A,W,1,Anti-Race,1,Church,Racial Bias,Adult,Yes,No
2004,City Police,RI,Rhode Island,2004-03-01,0,1,1,0,1,B,H,1,Anti-Government,1,School,Racial Bias,Juvenile,Yes,No
2004,State Police,SC,South Carolina,2004-04-01,1,0,2,1,1,W,H,2,Anti-Religious,2,School,Religious Bias,Adult/Juvenile,Yes,Yes
2004,Federal Bureau,SD,South Dakota,2004-05-01,3,0,4,3,1,W/H/B,H,4,Anti-Government,4,Church,Racial Bias,Adult,Yes,No
2004,County Police,TN,Tennessee,2004-06-01,0,1,1,0,1,A,W,1,Anti-Race,1,Park,Racial Bias,Juvenile,Yes,No
2004,City Police,TX,Texas,2004-07-01,1,0,1,1,0,B,H,1,Anti-Gender,1,School,Sexual Orientation Bias,Adult,Yes,No
2004,State Police,UT,Utah,2004-08-01,2,0,3,2,1,W/H,B,3,Anti-Religious,3,Church,Religious Bias,Adult,Yes,No
2004,Federal Bureau,VT,Vermont,2004-09-01,1,0,2,1,1,A,W,2,Anti-Government,2,Park,Racial Bias,Adult/Juvenile,Yes,Yes
2004,County Police,VA,Virginia,2004-10-01,0,1,1,0,1,B,H,1,Anti-Race,1,School,Racial Bias,Juvenile,Yes,No
2004,City Police,WA,Washington,2004-11-01,1,0,1,1,0,W,H,1,Anti-Gender,1,Church,Sexual Orientation Bias,Adult,Yes,No
2004,State Police,WV,West Virginia,2004-12-01,0,1,1,0,1,A,W,1,Anti-Religious,1,Park,Racial Bias,Juvenile,Yes,No
2007,Federal Bureau,WI,Wisconsin,2007-01-01,2,0,3,2,1,W/H,B,3,Anti-Gender,3,School,Sexual Orientation Bias,Adult,Yes,No
2007,County Police,WY,Wyoming,2007-02-01,1,0,1,1,0,A,W,1,Anti-Race,1,Church,Racial Bias,Adult,Yes,No
2007,City Police,AL,Alabama,2007-03-01,0,1,1,0,1,B,H,1,Anti-Government,1,School,Racial Bias,Juvenile,Yes,No
2007,State Police,AK,Alaska,2007-04-01,1,0,2,1,1,W,H,2,Anti-Religious,2,Church,Religious Bias,Adult/Juvenile,Yes,Yes
2007,Federal Bureau,AZ,Arizona,2007-05-01,3,0,4,3,1,W/H/B,H,4,Anti-Government,4,Park,Racial Bias,Adult,Yes,No
2007,County Police,AR,Arkansas,2007-06-01,0,1,1,0,1,A,W,1,Anti-Race,1,School,Racial Bias,Juvenile,Yes,No
2007,City Police,CA,California,2007-07-01,1,0,1,1,0,B,H,1,Anti-Gender,1,Church,Sexual Orientation Bias,Adult,Yes,No
2007,State Police,CO,Colorado,2007-08-01,2,0,3,2,1,W/H,B,3,Anti-Religious,3,School,Religious Bias,Adult,Yes,No
2007,Federal Bureau,CT,Connecticut,2007-09-01,1,0,2,1,1,A,W,2,Anti-Government,2,Park,Racial Bias,Adult/Juvenile,Yes,Yes
2007,County Police,DE,Delaware,2007-10-01,0,1,1,0,1,B,H,1,Anti-Race,1,School,Racial Bias,Juvenile,Yes,No
2007,City Police,FL,Florida,2007-11-01,1,0,1,1,0,W,H,1,Anti-Gender,1,Church,Sexual Orientation Bias,Adult,Yes,No
2007,State Police,GA,Georgia,2007-12-01,0,1,1,0,1,A,W,1,Anti-Religious,1,Park,Racial Bias,Juvenile,Yes,No
date_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,State,,California,1991-01-01,1,0,1,1,0,White,Not Hispanic,1,Anti-Gay,1,Park or Playground,Homosexual Orientation,Adult or Youth,No,No
1991,State,,New York,1991-01-15,0,1,1,0,1,Asian,Not Hispanic,1,Anti-Jewish,1,Residence or Home,Anti-Semitic,Adult or Youth,Yes,Yes
1992,State,,Florida,1992-02-01,1,0,2,1,1,Hispanic,Hispanic,2,Anti-Homosexual,2,Business,Homosexual Orientation,Adult or Youth,Yes,No
1992,State,,Texas,1992-03-01,0,1,1,0,1,Black,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1992,State,,California,1992-04-01,1,0,1,1,0,White,Not Hispanic,1,Anti-Racial,1,Residence or Home,Biological or Physical,Adult or Youth,No,No
1992,State,,Illinois,1992-05-01,0,1,1,0,1,Asian,Not Hispanic,1,Anti-Religious,1,Public Place,Anti-Christian,Adult or Youth,Yes,No
1992,State,,Michigan,1992-06-01,1,0,2,1,1,Hispanic,Hispanic,2,Anti-Gay,2,Residence or Home,Homosexual Orientation,Adult or Youth,Yes,No
1992,State,,New York,1992-07-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,No,No
1993,Federal,,Nevada,1993-01-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Gay,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1993,State,,Ohio,1993-02-01,0,1,1,0,1,Black,Not Hispanic,1,Anti-Racial,1,Residence or Home,Biological or Physical,Adult or Youth,Yes,No
1993,State,,Pennsylvania,1993-03-01,1,0,2,1,1,Hispanic,Hispanic,2,Anti-Homosexual,2,Business,Homosexual Orientation,Adult or Youth,Yes,No
1993,State,,Georgia,1993-04-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1993,State,,Wisconsin,1993-05-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Religious,1,Park or Playground,Anti-Christian,Adult or Youth,No,No
1993,State,,New Jersey,1993-06-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Gay,1,Residence or Home,Homosexual Orientation,Adult or Youth,Yes,No
1993,State,,Alabama,1993-07-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Homosexual,2,Business,Homosexual Orientation,Adult or Youth,Yes,No
1994,Federal,,Indiana,1994-01-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1994,State,,Tennessee,1994-02-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Religious,1,Residence or Home,Anti-Christian,Adult or Youth,No,No
1994,State,,Missouri,1994-03-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
1994,State,,North Carolina,1994-04-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Gay,2,Business,Homosexual Orientation,Adult or Youth,Yes,No
1994,State,,Oregon,1994-05-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Homosexual,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1994,State,,Colorado,1994-06-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Racial,1,Residence or Home,Biological or Physical,Adult or Youth,No,No
1994,State,,South Carolina,1994-07-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Religious,1,Park or Playground,Anti-Christian,Adult or Youth,Yes,No
1995,Federal,,Arizona,1995-01-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Gay,2,Business,Homosexual Orientation,Adult or Youth,Yes,No
1995,State,,Kentucky,1995-02-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1995,State,,Louisiana,1995-03-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Homosexual,1,Residence or Home,Homosexual Orientation,Adult or Youth,No,No
1995,State,,West Virginia,1995-04-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
1995,State,,Virginia,1995-05-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
1995,State,,Maryland,1995-06-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Gay,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1995,State,,New Mexico,1995-07-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Racial,1,Residence or Home,Biological or Physical,Adult or Youth,No,No
1996,Federal,,Delaware,1996-01-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Homosexual,1,Park or Playground,Homosexual Orientation,Adult or Youth,Yes,No
1996,State,,Connecticut,1996-02-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
1996,State,,Idaho,1996-03-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1996,State,,Nebraska,1996-04-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Gay,1,Residence or Home,Homosexual Orientation,Adult or Youth,No,No
1996,State,,Maine,1996-05-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
1996,State,,Montana,1996-06-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
1996,State,,Rhode Island,1996-07-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Gay,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1997,Federal,,Utah,1997-01-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Racial,1,Residence or Home,Biological or Physical,Adult or Youth,No,No
1997,State,,New Hampshire,1997-02-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Homosexual,1,Park or Playground,Homosexual Orientation,Adult or Youth,Yes,No
1997,State,,Vermont,1997-03-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
1997,State,,Wyoming,1997-04-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1997,State,,District of Columbia,1997-05-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Gay,1,Residence or Home,Homosexual Orientation,Adult or Youth,No,No
1997,State,,Alaska,1997-06-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
1997,State,,Oklahoma,1997-07-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
1998,Federal,,Oregon,1998-01-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Homosexual,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1998,State,,Washington,1998-02-01,1,0,2,1,1,Asian,Not Hispanic,2,Anti-Racial,2,Residence or Home,Biological or Physical,Adult or Youth,Yes,No
1998,State,,Minnesota,1998-03-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Religious,1,Park or Playground,Anti-Christian,Adult or Youth,Yes,No
1998,State,,Kansas,1998-04-01,1,0,1,1,0,Black,Not Hispanic,1,Anti-Gay,1,Business,Homosexual Orientation,Adult or Youth,No,No
1998,State,,Iowa,1998-05-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Racial,1,Public Place,Biological or Physical,Adult or Youth,No,No
1998,State,,Mississippi,1998-06-01,1,0,2,1,1,Asian,Not Hispanic,2,Anti-Religious,2,Residence or Home,Anti-Christian,Adult or Youth,Yes,No
1998,State,,Arkansas,1998-07-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Gay,1,Park or Playground,Homosexual Orientation,Adult or Youth,Yes,No
1999,Federal,,Wisconsin,1999-01-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Racial,1,Residence or Home,Biological or Physical,Adult or Youth,No,No
1999,State,,Michigan,1999-02-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Homosexual,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1999,State,,Maine,1999-03-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
1999,State,,Oklahoma,1999-04-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
1999,State,,South Carolina,1999-05-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Gay,1,Residence or Home,Homosexual Orientation,Adult or Youth,No,No
1999,State,,Nevada,1999-06-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Homosexual,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1999,State,,Louisiana,1999-07-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
2000,Federal,,West Virginia,2000-01-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
2000,State,,Kentucky,2000-02-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Gay,1,Residence or Home,Homosexual Orientation,Adult or Youth,No,No
2000,State,,Delaware,2000-03-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Homosexual,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
2000,State,,Montana,2000-04-01,1,0,2,1,1,Black,Not Hispanic,2,Anti-Religious,2,Business,Anti-Christian,Adult or Youth,Yes,No
2000,State,,New Hampshire,2000-05-01,0,1,1,0,1,Hispanic,Hispanic,1,Anti-Racial,1,Park or Playground,Biological or Physical,Adult or Youth,Yes,No
2000,State,,Maryland,2000-06-01,1,0,1,1,0,Asian,Not Hispanic,1,Anti-Gay,1,Residence or Home,Homosexual Orientation,Adult or Youth,No,No
2000,State,,Alaska,2000-07-01,0,1,1,0,1,White,Not Hispanic,1,Anti-Homosexual,1,Public Place,Homosexual Orientation,Adult or Youth,No,No
1991,Federal,CA,California,1991-04-15,1,0,2,1,1,W,H,3,Simple Assault,3,Los Angeles,Anti-White,"Adult,Child",Yes,Yes
1991,State,FL,Florida,1991-10-20,0,1,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Child,No,No
1991,Local,TX,Texas,1991-02-10,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1991,Federal,NY,New York,1991-06-05,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1991,State,GA,Georgia,1991-09-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1991,Local,IL,Illinois,1991-03-20,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1992,Federal,CA,California,1992-07-25,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1992,State,FL,Florida,1992-11-15,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1992,Local,TX,Texas,1992-01-10,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1992,Federal,NY,New York,1992-05-20,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1992,State,GA,Georgia,1992-08-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1992,Local,IL,Illinois,1992-04-01,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1993,Federal,CA,California,1993-09-01,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1993,State,FL,Florida,1993-12-25,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1993,Local,TX,Texas,1993-02-14,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1993,Federal,NY,New York,1993-06-10,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1993,State,GA,Georgia,1993-09-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1993,Local,IL,Illinois,1993-03-20,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1994,Federal,CA,California,1994-10-15,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1994,State,FL,Florida,1994-01-01,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1994,Local,TX,Texas,1994-03-31,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1994,Federal,NY,New York,1994-07-04,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1994,State,GA,Georgia,1994-08-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1994,Local,IL,Illinois,1994-05-01,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1995,Federal,CA,California,1995-11-01,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1995,State,FL,Florida,1995-02-14,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1995,Local,TX,Texas,1995-04-07,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1995,Federal,NY,New York,1995-08-15,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1995,State,GA,Georgia,1995-09-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1995,Local,IL,Illinois,1995-06-01,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1996,Federal,CA,California,1996-12-25,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1996,State,FL,Florida,1996-01-01,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1996,Local,TX,Texas,1996-02-28,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1996,Federal,NY,New York,1996-06-20,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1996,State,GA,Georgia,1996-08-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1996,Local,IL,Illinois,1996-04-15,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1997,Federal,CA,California,1997-09-01,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1997,State,FL,Florida,1997-10-31,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1997,Local,TX,Texas,1997-03-14,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1997,Federal,NY,New York,1997-07-04,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1997,State,GA,Georgia,1997-08-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1997,Local,IL,Illinois,1997-05-01,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1998,Federal,CA,California,1998-11-01,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1998,State,FL,Florida,1998-02-14,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1998,Local,TX,Texas,1998-04-07,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1998,Federal,NY,New York,1998-08-15,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1998,State,GA,Georgia,1998-09-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1998,Local,IL,Illinois,1998-06-01,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
1999,Federal,CA,California,1999-10-15,0,0,1,1,0,W,H,1,Simple Assault,1,Los Angeles,Anti-White,Adult,No,No
1999,State,FL,Florida,1999-01-01,1,0,1,1,0,A,O,1,Vandalism,1,Miami,Anti-Gay,Adult,No,No
1999,Local,TX,Texas,1999-03-31,2,0,1,1,0,B,A,2,Intimidation,2,Houston,Anti-Black,Adult,No,No
1999,Federal,NY,New York,1999-07-04,0,0,1,1,0,W,H,1,Simple Assault,1,New York City,Anti-Hispanic,Adult,No,No
1999,State,GA,Georgia,1999-08-01,1,0,2,1,1,B,A,3,Aggravated Assault,3,Atlanta,Anti-Black,"Adult,Child",Yes,Yes
1999,Local,IL,Illinois,1999-05-01,0,1,1,0,1,A,O,2,Vandalism,2,Chicago,Anti-Gay,"Adult,Child",Yes,Yes
Data Year,Agency Type Name,State Abbr,State Name,Incident Date,Adult Victim Count,Juvenile Victim Count,Total Offender Count,Adult Offender Count,Juvenile Offender Count,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Desc,Victim Types,Multiple Offense,Multiple Bias
1992,Law Enforcement,CA,California,1992-01-01,2,0,2,2,0,Asian,White,2,Simple Assault,2,School,Homophobia,Adult,True,True
1992,Law Enforcement,TX,Texas,1992-02-01,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Park,Racism,Adult,False,False
1992,Law Enforcement,NY,New York,1992-03-01,0,1,1,0,1,Black,Black,1,Intimidation,1,College,Anti-Government,Juvenile,True,True
1992,Law Enforcement,FL,Florida,1992-04-01,2,0,1,2,0,Asian,White,2,Simple Assault,2,Hospital,Anti-LGBTQ,Adult,True,False
1992,Law Enforcement,IL,Illinois,1992-05-01,1,0,1,1,0,Native American,Native American,1,Vandalism,1,Restaurant,Racism,Adult,False,False
1992,Law Enforcement,OH,Ohio,1992-06-01,0,1,2,0,2,White,White,1,Intimidation,1,Library,Anti-Immigrant,Juvenile,True,True
1992,Law Enforcement,GA,Georgia,1992-07-01,2,0,1,2,0,Black,Black,2,Simple Assault,2,Airport,Homophobia,Adult,True,False
1992,Law Enforcement,MI,Michigan,1992-08-01,1,0,1,1,0,White,White,1,Vandalism,1,School,Racism,Adult,False,False
1992,Law Enforcement,NJ,New Jersey,1992-09-01,0,1,1,0,1,Hispanic,Hispanic,1,Intimidation,1,College,Anti-Government,Juvenile,True,True
1992,Law Enforcement,PA,Pennsylvania,1992-10-01,2,0,2,2,0,Asian,White,2,Simple Assault,2,Hospital,Anti-LGBTQ,Adult,True,False
1992,Law Enforcement,VA,Virginia,1992-11-01,1,0,1,1,0,Native American,Native American,1,Vandalism,1,Restaurant,Racism,Adult,False,False
1992,Law Enforcement,WA,Washington,1992-12-01,0,1,2,0,2,White,White,1,Intimidation,1,Library,Anti-Immigrant,Juvenile,True,True
1993,Law Enforcement,CA,California,1993-01-01,2,0,1,2,0,Black,Black,2,Simple Assault,2,Airport,Homophobia,Adult,True,False
1993,Law Enforcement,TX,Texas,1993-02-01,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Park,Racism,Adult,False,False
1993,Law Enforcement,NY,New York,1993-03-01,0,1,1,0,1,Asian,Asian,1,Intimidation,1,College,Anti-LGBTQ,Juvenile,True,True
1993,Law Enforcement,FL,Florida,1993-04-01,2,0,2,2,0,White,White,2,Simple Assault,2,Hospital,Racism,Adult,True,False
1993,Law Enforcement,IL,Illinois,1993-05-01,1,0,1,1,0,Native American,Native American,1,Vandalism,1,Restaurant,Anti-Immigrant,Adult,False,False
1993,Law Enforcement,OH,Ohio,1993-06-01,0,1,2,0,2,Black,Black,1,Intimidation,1,Library,Anti-Government,Juvenile,True,True
1993,Law Enforcement,GA,Georgia,1993-07-01,2,0,1,2,0,Asian,White,2,Simple Assault,2,Airport,Homophobia,Adult,True,False
1993,Law Enforcement,MI,Michigan,1993-08-01,1,0,1,1,0,White,White,1,Vandalism,1,School,Racism,Adult,False,False
1993,Law Enforcement,NJ,New Jersey,1993-09-01,0,1,1,0,1,Hispanic,Hispanic,1,Intimidation,1,College,Anti-LGBTQ,Juvenile,True,True
1993,Law Enforcement,PA,Pennsylvania,1993-10-01,2,0,2,2,0,Native American,Native American,2,Simple Assault,2,Hospital,Anti-Immigrant,Adult,True,False
